"Registration Number","Name of Company (Traditional Chinese)","Name of Company (English)","Area (Traditional Chinese)","Area (English)","District (Traditional Chinese)","District (English)","Business Address (Traditional Chinese)","Business Address (English)","Telephone Number","Workshop Type","Service Scope","Expiry Date","Review Status","Latitude","Longitude","Types of Vehicles Serviced (Traditional Chinese)","Types of Vehicles Serviced (English)","Types of Services Provided by the Workshop (Traditional Chinese)","Types of Services Provided by the Workshop (English)","Sundays (Open)","Sundays (Closed)","Mondays (Open)","Mondays (Closed)","Tuesdays (Open)","Tuesdays(Closed)","Wednesdays (Open)","Wednesdays(Closed)","Thursdays (Open)","Thursdays(Closed)","Fridays (Open)","Fridays (Closed)","Saturdays (Open)","Saturdays (Closed)","Public Holidays (Open)","Public Holidays (Closed)","Statutory Holidays (Open)","Statutory Holidays (Closed)","Opening Hours"
"VMW000691","國祥汽車冷氣電器公司","KWOK CHEUNG MOTOR AIR CONDITION ELECTRICITY","九龍","Kowloon","九龍城","KOWLOON CITY","打鼓嶺道75號地下","G/F, No. 75, Tak Ku Ling Road, ","27188823","4","IC","2027-12-28","","22.330055","114.1915227","私家車, 的士","Private Car, Taxi","一般車輛維修 (機械和電器工作), 石油氣車輛維修","General vehicle maintenance (mechanical and electrical work), Maintenance for LPG vehicles","","","","","","","","","","","","","","","","","","",""
"VMW000704","銘氏汽車服務公司","MING'S AUTO SERVICE","九龍","Kowloon","九龍城","KOWLOON CITY","土瓜灣興仁街4號地下","G/F, No. 4, Hing Yan Street, To Kwa Wan","23658484","4","IC","2028-01-04","","22.3195984","114.1945717","私家車","Private Car","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","","","","","","","","","","","","","","","","","","",""
"VMW000726","有成汽車公司","U-SING MOTOR CO.","香港","Hong Kong","東區","EASTERN DISTRICT","柴灣永泰道70號柴灣工業城2期地下G1地舖","Flat G1, G/F, Chai Wan Industrial City Phase 2, No. 70, Wing Tai Road, Chai Wan","28901579","3","IC","2027-12-28","","22.26848","114.24245","私家車","Private Car","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","","","","","","","","","","","","","","","","","","",""
"VMW000737","德星汽車修理廠","TAK SING GARAGE","香港","Hong Kong","灣仔","WAN CHAI","大坑銅鑼灣道46-48號地下","G/F, No. 46-48, Tung Lo Wan Road, Tai Hang","28909688","4","IC","2027-12-28","","22.2786923","114.1910225","私家車","Private Car","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","","","","","","","","","","","","","","","","","","",""
"VMW000759","強記汽車工程公司","KEUNG KEE ENGINEERING CO","新界","N.T.","北區","NORTH DISTRICT","粉嶺坪輋坪輋路 DD 76, LOT 1474C RP 2086","DD 76, LOT 1474C RP 2086 Ping Che Road, Ping Che, Fanling","26749688","3","IC","2028-04-01","","22.515481","114.16658","私家車, 輕型貨車, 中型貨車, 重型貨車","Private Car, Light Goods Vehicle, Medium Goods Vehicle, Heavy Goods Vehicle","","","R","R","09:00","18:00","09:00","18:00","09:00","18:00","09:00","18:00","09:00","18:00","09:00","18:00","09:00","18:00","09:00","18:00","Mo 09:00-18:00, Tu 09:00-18:00, We 09:00-18:00, Th 09:00-18:00, Fr 09:00-18:00, Sa 09:00-18:00"
"VMW000771","金寰汽車中心有限公司","MTX MOTORS LIMITED","新界","N.T.","荃灣","TSUEN WAN","沙咀道62號環球實業大廈地下","G/F, Universal Industrial Building, No. 62, Sha Tsui Road, ","24920017","3","IC","2028-04-06","","22.3734227","114.1098059","私家車","Private Car","","","","","","","","","","","","","","","","","","","","",""
"VMW000782","先達汽車工程有限公司","SUNSTAR MOTOR ENGINEERING LIMITED","新界","N.T.","元朗","YUEN LONG","山下路欖口村193A號","No. 193A, Lam Hau Tsuen, Shan Ha Road, ","24760336","2","IC","2027-12-28","","22.43444","114.01657","輕型貨車, 中型貨車, 重型貨車","Light Goods Vehicle, Medium Goods Vehicle, Heavy Goods Vehicle","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","R","R","09:00","18:00","09:00","18:00","09:00","18:00","09:00","18:00","09:00","18:00","09:00","18:00","R","R","R","R","Mo 09:00-18:00, Tu 09:00-18:00, We 09:00-18:00, Th 09:00-18:00, Fr 09:00-18:00, Sa 09:00-18:00"
"VMW000793","百祥汽車冷氣工程有限公司","PARK CHEONG AUTO ENGINEERING LIMITED","新界","N.T.","元朗","YUEN LONG","天水圍石埗路 DD124, LOT 605","DD124, LOT 605 Shek Po Road, Tin Shui Wai","24787398","2","IC","2027-09-20","","22.444426","113.997635","小巴, 巴士, 輕型貨車, 中型貨車, 重型貨車","Light Bus, Bus, Light Goods Vehicle, Medium Goods Vehicle, Heavy Goods Vehicle","一般車輛維修 (機械和電器工作), 車身噴漆","General vehicle maintenance (mechanical and electrical work), Spray painting","","","","","","","","","","","","","","","","","","",""
"VMW000806","京華汽車修理服務","KING WAH REPAIR AUTO SERVICE","九龍","Kowloon","觀塘","KWUN TONG","雲漢街27號地下","G/F, No. 27, Wan Hon Street, ","27973086","4","IC","2027-12-28","","22.31757","114.22475","私家車, 的士, 輕型貨車, 中型貨車","Private Car, Taxi, Light Goods Vehicle, Medium Goods Vehicle","一般車輛維修 (機械和電器工作), 石油氣車輛維修, 車身修理","General vehicle maintenance (mechanical and electrical work), Maintenance for LPG vehicles, Body works","","","","","","","","","","","","","","","","","","",""
"VMW000817","食物環境衛生署 - 葵涌車房","FEHD -  Kwai Chung Depot","新界","N.T.","葵青","KWAI TSING","新葵街1號葵涌車房地下","G/F, Kwai Chung Depot, No. 1, San Kwai Street, ","23092026","3","IC","2027-12-28","","22.35665","114.13069","私家車, 輕型貨車, 中型貨車, 重型貨車","Private Car, Light Goods Vehicle, Medium Goods Vehicle, Heavy Goods Vehicle","一般車輛維修 (機械和電器工作), 輪胎服務, 電池服務, 電動及油壓配件, 更換機油服務","General vehicle maintenance (mechanical and electrical work), Tyre, Battery, Electric and hydrauic operated accessories, Engine oil changing","","","","","","","","","","","","","","","","","","",""
"VMW000828","新豐專業電單車服務","SUN FUNG","新界","N.T.","北區","NORTH DISTRICT","粉嶺安樂村, 安全街,21A-4, 21A-5, 21A-6","21A-4, 21A-5, 21A-6 On Lok Tsuen, On Chuen Street, Fanling","26617494","3","IC","2026-05-08","","22.49735","114.146054","電單車","Motorcycle","一般車輛維修 (機械和電器工作), 更換機油服務","General vehicle maintenance (mechanical and electrical work), Engine oil changing","","","","","","","","","","","","","","","","","","",""
"VMW000840","全甡汽車公司","CHUN SANG MOTOR COMPANY","香港","Hong Kong","灣仔","WAN CHAI","京街16號A地下","G/F, No. 16A, King Street, ","25770243","4","IC","2028-10-16","","22.27854","114.19158","私家車, 輕型貨車","Private Car, Light Goods Vehicle","","","","","","","","","","","","","","","","","","","","",""
"VMW000862","炳記協生車房","PING KEE HIP SANG GARAGE","香港","Hong Kong","東區","EASTERN DISTRICT","筲箕灣愛民街48號地下","G/F, No. 48, Ngoi Man Street, Shau Kei Wan","29671398","4","IC","2027-12-28","","22.27745","114.22658","私家車, 的士, 輕型貨車","Private Car, Taxi, Light Goods Vehicle","一般車輛維修 (機械和電器工作), 石油氣車輛維修","General vehicle maintenance (mechanical and electrical work), Maintenance for LPG vehicles","09:00","13:00","09:00","18:00","09:00","18:00","09:00","18:00","09:00","18:00","09:00","18:00","09:00","18:00","09:00","16:00","09:00","16:00","Su 09:00-13:00,Mo 09:00-18:00, Tu 09:00-18:00, We 09:00-18:00, Th 09:00-18:00, Fr 09:00-18:00, Sa 09:00-18:00"
"VMW000873","鎮雄汽車服務有限公司","CHUN HUNG SERVICE COMPANY LIMITED","香港","Hong Kong","東區","EASTERN DISTRICT","錦屏街43號地下","G/F, No. 43, Kam Ping Street, ","25908139","4","IC","2027-12-20","","22.28992","114.20016","私家車","Private Car","一般車輛維修 (機械和電器工作), 更換機油服務","General vehicle maintenance (mechanical and electrical work), Engine oil changing","","","","","","","","","","","","","","","","","","",""
"VMW000884","民記膠輪電池","MAN KEE TYRES AND BATTERY","新界","N.T.","大埔","TAI PO","同茂坊13號地下","G/F, No. 13, Tung Mau Square, ","26562387","4","IC","2028-01-14","","22.4492","114.1674","私家車","Private Car","一般車輛維修 (機械和電器工作), 電池服務","General vehicle maintenance (mechanical and electrical work), Battery","","","","","","","","","","","","","","","","","","",""
"VMW000919","華利汽車服務有限公司","WAH LEE MOTORCAR SERVICES LIMITED","新界","N.T.","北區","NORTH DISTRICT","坪輋五洲路 DD 79, LOT 1206RP","DD 79, LOT 1206RP Ng Chow Road, Ping Che, ","","3","IC","2027-12-11","","22.529036","114.166297","輕型貨車, 中型貨車, 重型貨車","Light Goods Vehicle, Medium Goods Vehicle, Heavy Goods Vehicle","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","R","R","09:00","19:00","09:00","19:00","09:00","19:00","09:00","19:00","09:00","19:00","09:00","19:00","09:00","19:00","R","R","Mo 09:00-19:00, Tu 09:00-19:00, We 09:00-19:00, Th 09:00-19:00, Fr 09:00-19:00, Sa 09:00-19:00"
"VMW000920","美聯電單車服務有限公司","MAI LUEN MOTORCYCLE SERVICES LIMITED","九龍","Kowloon","油尖旺","YAU TSIM MONG","大角咀大角咀道237號地下","G/F, No. 237, Tai Kok Tsui Road, Tai Kok Tsui","23803684","4","IC","2027-12-28","","22.3256734","114.1617321","電單車","Motorcycle","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","R","R","10:00","19:30","10:00","19:30","10:00","19:30","10:00","19:30","10:00","19:30","10:00","19:30","R","R","R","R","Mo 10:00-19:30, Tu 10:00-19:30, We 10:00-19:30, Th 10:00-19:30, Fr 10:00-19:30, Sa 10:00-19:30"
"VMW000964","偉成膠輪電池","WAI SHING PLASTIC TYRE & BATTERY","香港","Hong Kong","南區","SOUTHERN DISTRICT","香港仔漁歌街1號地下","G/F, No. 1, Yue Ko Street, Aberdeen","25550662","4","IC","2028-01-11","","22.24933","114.1483","私家車","Private Car","輪胎服務, 電池服務","Tyre, Battery","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","Su 08:00-20:00,Mo 08:00-20:00, Tu 08:00-20:00, We 08:00-20:00, Th 08:00-20:00, Fr 08:00-20:00, Sa 08:00-20:00"
"VMW000975","添發汽車工程","TIM FAT CAR ENGINEERING","九龍","Kowloon","觀塘","KWUN TONG","大業街23號長慶工業大廈地下","G/F, Cheung Hing Industrial Building, No. 23, Tai Yip Street, ","23050868","3","IC","2028-01-15","","22.31638","114.21539","小巴, 巴士,其他","Light Bus, Bus,Others","一般車輛維修 (機械和電器工作), 石油氣車輛維修","General vehicle maintenance (mechanical and electrical work), Maintenance for LPG vehicles","09:00","15:00","09:00","18:00","09:00","18:00","09:00","18:00","09:00","18:00","09:00","18:00","09:00","18:00","09:00","15:00","09:00","15:00","Su 09:00-15:00,Mo 09:00-18:00, Tu 09:00-18:00, We 09:00-18:00, Th 09:00-18:00, Fr 09:00-18:00, Sa 09:00-18:00"
"VMW000997","嘉路車房有限公司","CAROL GARAGE LIMITED","香港","Hong Kong","灣仔","WAN CHAI","銅鑼灣加路連山道21號地下","G/F, No. 21, Caroline Hill Road, Causeway Bay","25777344","4","IC,EVL","2027-12-20","","22.27726","114.18687","私家車, 輕型貨車","Private Car, Light Goods Vehicle","一般車輛維修 (機械和電器工作), 更換機油服務","General vehicle maintenance (mechanical and electrical work), Engine oil changing","R","R","09:00","18:00","09:00","18:00","09:00","18:00","09:00","18:00","09:00","18:00","09:00","18:00","R","R","R","R","Mo 09:00-18:00, Tu 09:00-18:00, We 09:00-18:00, Th 09:00-18:00, Fr 09:00-18:00, Sa 09:00-18:00"
"VMW001004","捷成行","JSC","新界","N.T.","葵青","KWAI TSING","葵涌葵榮路12-18號安發工業大厦地下6號舖","Flat 6, G/F, On Fat Industrial Building, No. 12-18, Kwai Wing Road, Kwai Chung","31041020","3","IC,EVL","2028-02-24","","22.3663","114.13429","私家車, 輕型貨車","Private Car, Light Goods Vehicle","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","R","R","10:00","18:00","10:00","18:00","10:00","18:00","10:00","18:00","10:00","18:00","10:00","18:00","R","R","R","R","Mo 10:00-18:00, Tu 10:00-18:00, We 10:00-18:00, Th 10:00-18:00, Fr 10:00-18:00, Sa 10:00-18:00"
"VMW001015","利華汽車公司","LI WAH MOTORS CO","九龍","Kowloon","九龍城","KOWLOON CITY","土瓜灣明倫街28號A地下","G/F, No. 28A, Ming Lun Street, To Kwa Wan","23343201","4","IC","2028-03-24","","22.3195349","114.1939243","的士","Taxi","一般車輛維修 (機械和電器工作), 石油氣車輛維修","General vehicle maintenance (mechanical and electrical work), Maintenance for LPG vehicles","","","","","","","","","","","","","","","","","","",""
"VMW001059","建興汽車服務公司","PERFECT CAR SERVICE CO","香港","Hong Kong","東區","EASTERN DISTRICT","北角錦屏街69號地下","G/F, No. 69, Kam Ping Street, North Point","25627014","4","IC","2028-03-04","","22.289586","114.200278","私家車, 的士, 輕型貨車","Private Car, Taxi, Light Goods Vehicle","一般車輛維修 (機械和電器工作), 石油氣車輛維修, 車身修理","General vehicle maintenance (mechanical and electrical work), Maintenance for LPG vehicles, Body works","","","","","","","","","","","","","","","","","","",""
"VMW001060","飛達汽車服務公司","MOTOR NETWORK SERVICES COMPANY","九龍","Kowloon","九龍城","KOWLOON CITY","譚公道142號地下","G/F, No. 142, Tam Kung Road, ","92176678","4","IC","2027-12-28","","22.32403","114.18921","私家車","Private Car","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","","","","","","","","","","","","","","","","","","",""
"VMW001071","加軍汽車公司","KA KWAN AUTOMOBILE CO.","新界","N.T.","屯門","TUEN MUN","建旺街利通工業大廈地下C2","Flat C2, G/F, Raton Industrial Building, Kin Wong Street, ","24561578","3","IC","2028-08-21","","22.39736","113.96916","私家車, 輕型貨車, 中型貨車","Private Car, Light Goods Vehicle, Medium Goods Vehicle","","","","","","","","","","","","","","","","","","","","",""
"VMW001082","聯光的士公司","LUEN KWONG TAXI COMPANY","香港","Hong Kong","東區","EASTERN DISTRICT","柴灣豐業街12號 ‎啓力工業中心B座地下16號舖","Flat 16, G/F, Block B, Kailey Industrial Centre, No. 12, Fung Yip Street, Chai Wan","28983336","3","IC,EVL","2027-11-01","","22.26737","114.24478","私家車, 的士","Private Car, Taxi","一般車輛維修 (機械和電器工作), 石油氣車輛維修","General vehicle maintenance (mechanical and electrical work), Maintenance for LPG vehicles","","","","","","","","","","","","","","","","","","",""
"VMW001117","新達汽車工程","ZITEC MOTOR ENGINEERING","新界","N.T.","北區","NORTH DISTRICT","天平山村 DD 51, LOT 324","DD 51, LOT 324 Tin Ping Shan Tsuen, ","26730087","2","IC","2028-01-24","","22.507778","114.131611","私家車, 輕型貨車","Private Car, Light Goods Vehicle","一般車輛維修 (機械和電器工作), 車身修理","General vehicle maintenance (mechanical and electrical work), Body works","R","R","09:00","19:00","09:00","19:00","09:00","19:00","09:00","19:00","09:00","19:00","09:00","19:00","R","R","R","R","Mo 09:00-19:00, Tu 09:00-19:00, We 09:00-19:00, Th 09:00-19:00, Fr 09:00-19:00, Sa 09:00-19:00"
"VMW001151","錫山的士(維修)有限公司","SHEK SHAN TAXI SERVICES COMPANY LIMITED","新界","N.T.","葵青","KWAI TSING","葵涌葵德街16-26號金德工業大廈2期地下1號鋪","Flat 1, G/F, Block 2, Golden Industrial Building, No. 16-26, Kwai Tak Street, Kwai Chung","93842295","3","IC,EVL","2027-01-07","","22.35401","114.12375","的士","Taxi","一般車輛維修 (機械和電器工作), 石油氣車輛維修, 輪胎服務, 電池服務, 更換機油服務","General vehicle maintenance (mechanical and electrical work), Maintenance for LPG vehicles, Tyre, Battery, Engine oil changing","","","","","","","","","","","","","","","","","","",""
"VMW001162","迅捷汽車服務","SPEED AUTO SERVICE","香港","Hong Kong","灣仔","WAN CHAI","石水渠街78號地下","G/F, No. 78, Stone Nullah Lane, ","25708112","4","IC","2028-01-24","","22.27372","114.17396","私家車","Private Car","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","R","R","08:00","19:00","08:00","19:00","08:00","19:00","08:00","19:00","08:00","19:00","08:00","19:00","R","R","R","R","Mo 08:00-19:00, Tu 08:00-19:00, We 08:00-19:00, Th 08:00-19:00, Fr 08:00-19:00, Sa 08:00-19:00"
"VMW001173","中匯汽車服務有限公司","CHONG WAY MOTOR SERVICE LIMITED","新界","N.T.","沙田","SHA TIN","大圍成運路1-7號交通城大廈3樓03室","RM 03, 3/F, Transport City Building, No. 1-7, Shing Wan Road, Tai Wai","26159377","3","IC","2028-02-24","","22.37634","114.18159","私家車","Private Car","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","","","","","","","","","","","","","","","","","","",""
"VMW001184","東記服務有限公司","P C CLUB SERVICES COMPANY LIMITED","九龍","Kowloon","九龍城","KOWLOON CITY","土瓜灣龍圖街23號地下","G/F, No. 23, Lung To Street, To Kwa Wan","92306389","4","IC","2027-11-01","","22.32218","114.19124","私家車","Private Car","一般車輛維修 (機械和電器工作)","General vehicle maintenance (mechanical and electrical work)","","","","","","","","","","","","","","","","","","",""
